,Precio
30505,2800
30506,5600
30507,14390
30508,4000
30509,9900
30510,7995
30511,12990
30512,26000
30513,975
30514,21390
30515,3499
30516,20195
30517,5500
30518,31761
30519,27900
30520,17100
30521,27490
30522,20900
30523,8500
30524,16750
30525,10900
30526,5900
30527,2400
30528,14900
30529,6999
30530,16799
30531,23900
30532,4500
30533,3900
30534,19499
30535,16500
30536,5990
30537,17495
30538,19900
30539,4900
30540,12500
30541,26150
30542,7490
30543,9750
30544,12990
30545,13276
30546,18900
30547,11000
30548,8499
30549,3700
30550,14295
30551,14399
30552,4700
30553,5000
30554,3900
30555,11490
30556,17200
30557,800
30558,10490
30559,12900
30560,4700
30561,31500
30562,9000
30563,19800
30564,24990
30565,2600
30566,8400
30567,2690
30568,21990
30569,15900
30570,2975
30571,7800
30572,13900
30573,28900
30574,1760
30575,7700
30576,3400
30577,16700
30578,12900
30579,30100
30580,13500
30581,7900
30582,7995
30583,14100
30584,40900
30585,29990
30586,9990
30587,4100
30588,3900
30589,6990
30590,1500
30591,6000
30592,7300
30593,13900
30594,1600
30595,30990
30596,7500
30597,3500
30598,7500
30599,5900
30600,6500
30601,3500
30602,3000
30603,16450
30604,23500
30605,29990
30606,3000
30607,4500
30608,14600
30609,2200
30610,1200
30611,15950
30612,20950
30613,4850
30614,19000
30615,2000
30616,18500
30617,10000
30618,6000
30619,4900
30620,12490
30621,6000
30622,4900
30623,9950
30624,14850
30625,6800
30626,16900
30627,16450
30628,14000
30629,17800
30630,16900
30631,39300
30632,7495
30633,4300
30634,3990
30635,12900
30636,11990
30637,3500
30638,21425
30639,17500
30640,15450
30641,27050
30642,900
30643,11900
30644,16000
30645,29500
30646,12450
30647,17199
30648,8550
30649,36900
30650,2700
30651,3490
30652,24699
30653,23900
30654,13900
30655,17500
30656,5000
30657,26490
30658,9091
30659,13500
30660,8900
30661,27800
30662,2000
30663,4500
30664,19950
30665,1990
30666,25900
30667,5300
30668,12900
30669,17000
30670,21990
30671,16900
30672,6500
30673,19990
30674,14400
30675,7200
30676,7950
30677,13600
30678,3950
30679,8950
30680,8900
30681,10500
30682,19200
30683,7000
30684,9250
30685,9800
30686,1625
30687,4999
30688,20900
30689,14900
30690,3250
30691,14490
30692,21431
30693,14999
30694,28100
30695,6950
30696,7300
30697,14500
30698,26000
30699,5900
30700,14490
30701,7200
30702,8200
30703,8500
30704,1300
30705,7500
30706,17900
30707,25500
30708,11500
30709,1700
30710,3400
30711,5500
30712,15500
30713,9000
30714,15300
30715,9995
30716,9000
30717,34900
30718,10000
30719,15500
30720,18750
30721,2600
30722,3500
30723,22000
30724,12990
30725,1700
30726,2700
30727,1000
30728,11999
30729,19900
30730,14700
30731,2000
30732,9800
30733,5900
30734,18600
30735,1200
30736,13999
30737,17500
30738,27640
30739,19295
30740,11800
30741,18500
30742,8500
30743,11450
30744,9300
30745,14000
30746,7290
30747,4700
30748,17310
30749,5400
30750,10300
30751,6900
30752,12900
30753,5400
30754,2500
30755,20990
30756,5000
30757,31990
30758,5700
30759,2500
30760,1800
30761,16900
30762,10800
30763,24990
30764,8500
30765,7700
30766,14900
30767,11710
30768,23990
30769,7800
30770,12800
30771,18500
30772,3800
30773,16900
30774,10800
30775,12990
30776,6500
30777,18799
30778,2900
30779,20900
30780,18150
30781,2500
30782,18200
30783,11500
30784,26900
30785,8490
30786,5500
30787,17500
30788,14500
30789,2200
30790,6500
30791,2000
30792,7300
30793,600
30794,10500
30795,4900
30796,12700
30797,39900
30798,5950
30799,34834
30800,10600
30801,9000
30802,3499
30803,11700
30804,29900
30805,3500
30806,14900
30807,21490
30808,8799
30809,10800
30810,19490
30811,6000
30812,13995
30813,4200
30814,33000
30815,17500
30816,22890
30817,2350
30818,26990
30819,13900
30820,4766
30821,13999
30822,5000
30823,3200
30824,1800
30825,4600
30826,8995
30827,5785
30828,14599
30829,12490
30830,21450
30831,20690
30832,2000
30833,1550
30834,17200
30835,14350
30836,17300
30837,8300
30838,18400
30839,25990
30840,1600
30841,24990
30842,5300
30843,3800
30844,16990
30845,17700
30846,11990
30847,8495
30848,33500
30849,17990
30850,18790
30851,14990
30852,14100
30853,23990
30854,18800
30855,27809
30856,25490
30857,9000
30858,8900
30859,4000
30860,10000
30861,7999
30862,21490
30863,21600
30864,7999
30865,19500
30866,8800
30867,17099
30868,27225
30869,18300
30870,26900
30871,21700
30872,15100
30873,8950
30874,1999
30875,2000
30876,10500
30877,2500
30878,27200
30879,23500
30880,19800
30881,11490
30882,3999
30883,3200
30884,17900
30885,6500
30886,8490
30887,15990
30888,15490
30889,22490
30890,8100
30891,7200
30892,23990
30893,9800
30894,4500
30895,5600
30896,11999
30897,19290
30898,19400
30899,20850
30900,13499
30901,7500
30902,11999
30903,3999
30904,11400
30905,24900
30906,6399
30907,5499
30908,6500
30909,13900
30910,9500
30911,4900
30912,29900
30913,16000
30914,29900
30915,6900
30916,21490
30917,3000
30918,25500
30919,6900
30920,3895
30921,18500
30922,24490
30923,500
30924,600
30925,19000
30926,3990
30927,1999
30928,9250
30929,9550
30930,21300
30931,2950
30932,17995
30933,1900
30934,19900
30935,12500
30936,9400
30937,22990
30938,1200
30939,13400
30940,6600
30941,5300
30942,17900
30943,1700
30944,8500
30945,23799
30946,9900
30947,9990
30948,19700
30949,16990
30950,8800
30951,9000
30952,500
30953,26900
30954,13995
30955,14500
30956,19500
30957,1450
30958,3800
30959,4600
30960,12900
30961,16790
30962,13990
30963,19990
30964,14500
30965,9490
30966,2600
30967,5300
30968,27990
30969,10500
30970,15990
30971,17800
30972,8900
30973,5999
30974,11500
30975,14450
30976,9000
30977,17900
30978,27490
30979,1800
30980,2300
30981,1500
30982,27100
30983,13000
30984,8000
30985,18300
30986,11500
30987,3300
30988,17400
30989,6900
30990,6990
30991,24750
30992,15900
30993,1500
30994,1700
30995,14485
30996,21900
30997,17050
30998,8500
30999,3800
31000,15890
31001,25700
31002,8000
31003,25500
31004,7100
31005,6300
31006,14900
31007,14700
31008,11695
31009,20500
31010,15990
31011,6999
31012,14463
31013,5700
31014,24450
31015,18650
31016,11200
31017,21700
31018,10750
31019,36250
31020,2999
31021,11999
31022,16400
31023,1500
31024,9450
31025,25759
31026,17300
31027,12500
31028,6999
31029,38900
31030,11900
31031,16000
31032,35600
31033,19990
31034,7990
31035,18900
31036,23950
31037,6900
31038,18500
31039,26650
31040,10990
31041,6500
31042,5500
31043,2100
31044,19800
31045,3000
31046,27990
31047,16290
31048,27996
31049,450
31050,17500
31051,18995
31052,23950
31053,3000
31054,35990
31055,1500
31056,4790
31057,7490
31058,1290
31059,950
31060,1300
31061,31990
31062,13950
31063,12400
31064,5700
31065,26990
31066,7300
31067,16500
31068,3700
31069,4500
31070,9490
31071,4800
31072,28990
31073,2500
31074,19900
31075,14900
31076,8600
31077,16990
31078,9990
31079,14500
31080,19900
31081,8500
31082,7200
31083,15700
31084,12500
31085,14900
31086,24500
31087,7799
31088,20200
31089,3000
31090,600
31091,20900
31092,1550
31093,5500
31094,16900
31095,16490
31096,28900
31097,4200
31098,21900
31099,10799
31100,23900
31101,12800
31102,27500
31103,4000
31104,9800
31105,19790
31106,5450
31107,1990
31108,13990
31109,11899
31110,24990
31111,4500
31112,10500
31113,2499
31114,1200
31115,15310
31116,11000
31117,1000
31118,6200
31119,2000
31120,24900
31121,16500
31122,20000
31123,6000
31124,9990
31125,24000
31126,21900
31127,27800
31128,800
31129,17850
31130,7000
31131,18500
31132,800
31133,600
31134,28990
31135,17650
31136,7500
31137,16300
31138,40800
31139,3900
31140,29890
31141,10750
31142,9850
31143,31990
31144,13790
31145,3900
31146,1200
31147,9000
31148,14500
31149,7000
31150,6800
31151,8600
31152,18900
31153,16990
31154,4100
31155,4500
31156,20650
31157,25000
31158,9900
31159,28890
31160,1500
31161,13000
31162,24490
31163,5000
31164,12700
31165,5500
31166,11900
31167,600
31168,4350
31169,5990
31170,18950
31171,8950
31172,5800
31173,37899
31174,3200
31175,15000
31176,3500
31177,13490
31178,1550
31179,5500
31180,15500
31181,9700
31182,22990
31183,15400
31184,10150
31185,23900
31186,3750
31187,1590
31188,14990
31189,14999
31190,11200
31191,22500
31192,18010
31193,19999
31194,16900
31195,9490
31196,5850
31197,22950
31198,9900
31199,6800
31200,8350
31201,5990
31202,12700
31203,17000
31204,820
31205,3350
31206,11850
31207,32500
31208,6800
31209,4750
31210,24230
31211,13500
31212,5700
31213,26500
31214,13500
31215,2500
31216,10000
31217,27900
31218,36490
31219,16290
31220,3000
31221,3995
31222,14000
31223,11500
31224,15500
31225,22900
31226,16500
31227,4600
31228,17500
31229,7490
31230,23500
31231,10900
31232,23000
31233,23500
31234,2000
31235,2200
31236,21300
31237,20950
31238,2500
31239,7000
31240,8200
31241,24900
31242,1300
31243,8990
31244,17990
31245,2600
31246,11990
31247,12500
31248,13300
31249,8990
31250,9490
31251,19990
31252,16900
31253,8850
31254,28435
31255,8000
31256,899
31257,12650
31258,8900
31259,22400
31260,10000
31261,19499
31262,1300
31263,18000
31264,39500
31265,1489
31266,7800
31267,29990
31268,5400
31269,34490
31270,15300
31271,2000
31272,38190
31273,17000
31274,19500
31275,11990
31276,2390
31277,1600
31278,4800
31279,25900
31280,25290
31281,16999
31282,19890
31283,9990
31284,7490
31285,5950
31286,27999
31287,18950
31288,9200
31289,8499
31290,6600
31291,6200
31292,17990
31293,34999
31294,10000
31295,6980
31296,28550
31297,21900
31298,600
31299,23300
31300,15500
31301,11995
31302,18490
31303,14000
31304,4800
31305,27990
31306,8500
31307,11450
31308,18900
31309,6500
31310,16900
31311,23500
31312,15300
31313,38900
31314,40995
31315,1900
31316,1300
31317,22900
31318,17990
31319,12900
31320,21000
31321,15900
31322,33895
31323,16000
31324,800
31325,7800
31326,1550
31327,1300
31328,3500
31329,13990
31330,8490
31331,14990
31332,22264
31333,9990
31334,2750
31335,25499
31336,17800
31337,16900
31338,17500
31339,3000
31340,27500
31341,12800
31342,14000
31343,13850
31344,990
31345,3000
31346,16190
31347,17490
31348,11000
31349,7990
31350,20990
31351,19900
31352,5200
31353,25900
31354,19500
31355,10000
31356,11495
31357,11700
31358,9200
31359,3500
31360,17490
31361,1200
31362,5500
31363,1599
31364,26700
31365,12826
31366,3300
31367,6999
31368,11950
31369,3500
31370,8595
31371,25500
31372,5500
31373,6500
31374,11500
31375,1950
31376,41000
31377,22000
31378,8799
31379,3999
31380,4499
31381,17990
31382,17490
31383,10500
31384,7900
31385,24900
31386,19400
31387,1900
31388,6500
31389,2500
31390,22980
31391,6000
31392,7500
31393,16990
31394,14799
31395,29900
31396,2350
31397,20099
31398,1200
31399,2650
31400,6000
31401,10800
31402,23500
31403,5900
31404,22500
31405,18300
31406,6500
31407,11990
31408,27400
31409,2499
31410,15590
31411,21900
31412,17900
31413,8990
31414,9900
31415,20000
31416,2900
31417,4500
31418,18500
31419,24990
31420,24490
31421,12900
31422,11890
31423,33800
31424,32500
31425,1300
31426,19900
31427,10100
31428,14000
31429,17200
31430,11900
31431,27500
31432,7500
31433,25999
31434,14500
31435,20490
31436,10000
31437,1100
31438,21825
31439,3000
31440,2200
31441,3650
31442,7000
31443,5500
31444,9650
31445,31110
31446,21495
31447,36500
31448,14999
31449,14900
31450,5300
31451,8200
31452,19990
31453,6500
31454,18500
31455,16900
31456,19100
31457,19895
31458,11990
31459,14500
31460,17299
31461,13690
31462,1999
31463,5000
31464,11990
31465,25500
31466,10950
31467,25200
31468,3950
31469,1200
31470,12500
31471,11900
31472,12990
31473,6000
31474,36990
31475,3000
31476,5500
31477,14990
31478,18700
31479,19950
31480,10500
31481,14800
31482,15490
31483,23700
31484,13990
31485,20100
31486,18400
31487,27900
31488,13690
31489,13800
31490,9990
31491,9500
31492,24500
31493,24800
31494,19500
31495,1650
31496,24200
31497,2200
31498,6650
31499,18490
31500,18999
31501,34000
31502,33500
31503,25990
31504,4000
31505,11500
31506,2600
31507,1700
31508,9800
31509,27900
31510,3600
31511,4800
31512,17185
31513,28900
31514,25400
31515,29500
31516,2499
31517,9590
31518,8990
31519,5490
31520,27086
31521,14990
31522,1200
31523,12500
31524,5999
31525,1299
31526,1990
31527,9850
31528,24990
31529,24900
31530,8000
31531,19900
31532,2450
31533,9300
31534,12590
31535,11999
31536,21900
31537,8600
31538,21000
31539,32895
31540,22900
31541,22900
31542,5500
31543,3000
31544,8300
31545,13999
31546,33950
31547,22890
31548,12900
31549,2100
31550,3500
31551,1350
31552,18000
31553,3500
31554,35900
31555,3499
31556,14000
31557,9900
31558,8350
31559,2500
31560,28200
31561,13490
31562,1700
31563,32000
31564,3999
31565,3490
31566,21500
31567,25900
31568,2400
31569,21680
31570,20350
31571,24000
31572,1900
31573,17000
31574,9790
31575,7000
31576,4399
31577,16000
31578,17990
31579,8900
31580,11500
31581,8749
31582,3500
31583,11900
31584,21900
31585,14500
31586,550
31587,25900
31588,1800
31589,2300
31590,35500
31591,4850
31592,13900
31593,9990
31594,8900
31595,13950
31596,2200
31597,11990
31598,2500
31599,10490
31600,16900
31601,17800
31602,5290
31603,5900
31604,3999
31605,18900
31606,24500
31607,5250
31608,7999
31609,2900
31610,23199
31611,26990
31612,7990
31613,11600
31614,2499
31615,18200
31616,21900
31617,19950
31618,10990
31619,11499
31620,17990
31621,17500
31622,36900
31623,2500
31624,7900
31625,11990
31626,9000
31627,7000
31628,4750
31629,1900
31630,8990
31631,15600
31632,19999
31633,4900
31634,15900
31635,13900
31636,1600
31637,18990
31638,22500
31639,4750
31640,25450
31641,13200
31642,19490
31643,21950
31644,5000
31645,7990
31646,700
31647,21900
31648,11490
31649,2200
31650,16700
31651,14900
31652,19500
31653,800
31654,5900
31655,20900
31656,15900
31657,22900
31658,14200
31659,27850
31660,1950
31661,10500
31662,24999
31663,12900
31664,4290
31665,16500
31666,16380
31667,4990
31668,2100
31669,10912
31670,5990
31671,24990
31672,3495
31673,20990
31674,40000
31675,11500
31676,16400
31677,1200
31678,23200
31679,25900
31680,8850
31681,5999
31682,7490
31683,600
31684,1990
31685,3800
31686,9900
31687,5980
31688,9950
31689,3000
31690,14990
31691,4700
31692,19900
31693,3495
31694,29900
31695,16500
31696,22000
31697,12000
31698,11190
31699,17995
31700,16990
31701,1200
31702,1390
31703,14490
31704,12500
31705,11690
31706,31400
31707,750
31708,18990
31709,8900
31710,14500
31711,17900
31712,9800
31713,14600
31714,16000
31715,10990
31716,19800
31717,19800
31718,20140
31719,17500
31720,24400
31721,18900
31722,28990
31723,9500
31724,17000
31725,2990
31726,14900
31727,13990
31728,11490
31729,8000
31730,10190
31731,11900
31732,12999
31733,10970
31734,12500
31735,2499
31736,3500
31737,20750
31738,21775
31739,19990
31740,3200
31741,999
31742,2490
31743,28800
31744,3500
31745,21450
31746,7000
31747,3600
31748,12900
31749,17500
31750,2500
31751,7500
31752,4999
31753,15900
31754,10399
31755,11100
31756,9800
31757,1800
31758,8500
31759,18600
31760,3500
31761,2500
31762,5700
31763,6000
31764,1900
31765,2100
31766,27999
31767,11990
31768,39900
31769,38990
31770,7199
31771,8700
31772,8700
31773,9900
31774,1850
31775,5999
31776,9000
31777,1500
31778,990
31779,2800
31780,9000
31781,19500
31782,2500
31783,15500
31784,500
31785,13850
31786,6750
31787,1200
31788,19700
31789,7500
31790,14000
31791,7490
31792,6900
31793,8490
31794,20995
31795,7999
31796,7600
31797,22900
31798,2500
31799,10500
31800,2500
31801,11750
31802,15400
31803,8495
31804,11990
31805,5500
31806,1599
31807,19900
31808,25999
31809,14500
31810,1350
31811,6000
31812,10900
31813,26990
31814,24647
31815,10290
31816,13000
31817,18000
31818,3990
31819,2550
31820,650
31821,13900
31822,10100
31823,3000
31824,19500
31825,13900
31826,17990
31827,27950
31828,5500
31829,2500
31830,4500
31831,16900
31832,19990
31833,5000
31834,21490
31835,39900
31836,16890
31837,6950
31838,15500
31839,5500
31840,39900
31841,5900
31842,22990
31843,5600
31844,1200
31845,14950
31846,599
31847,15900
31848,5490
31849,6000
31850,13999
31851,7200
31852,24490
31853,14990
31854,7500
31855,7990
31856,18600
31857,9500
31858,5000
31859,19700
31860,18900
31861,2700
31862,9800
31863,3800
31864,600
31865,31796
31866,23995
31867,23000
31868,17300
31869,7500
31870,20300
31871,40600
31872,12000
31873,9990
31874,10950
31875,15990
31876,25000
31877,900
31878,1700
31879,3750
31880,2500
31881,37900
31882,7000
31883,11500
31884,25900
31885,2700
31886,23700
31887,10850
31888,15490
31889,8400
31890,32900
31891,4999
31892,3200
31893,10910
31894,4200
31895,18990
31896,2450
31897,19900
31898,1500
31899,15900
31900,11875
31901,17900
31902,5900
31903,22900
31904,1500
31905,6900
31906,21599
31907,27990
31908,3599
31909,9500
31910,18200
31911,4200
31912,8999
31913,2199
31914,12990
31915,17900
31916,7500
31917,5500
31918,4490
31919,10900
31920,16000
31921,7000
31922,20450
31923,5000
31924,2000
31925,3600
31926,3000
31927,36900
31928,12999
31929,4890
31930,20490
31931,19995
31932,16990
31933,15490
31934,3590
31935,29900
31936,15900
31937,4800
31938,10690
31939,30995
31940,5800
31941,20490
31942,14990
31943,10495
31944,19350
31945,32990
31946,2600
31947,4850
31948,34900
31949,5000
31950,11490
31951,1800
31952,15500
31953,9500
31954,27990
31955,15999
31956,34900
31957,4200
31958,5995
31959,18900
31960,16900
31961,6499
31962,36610
31963,14300
31964,27410
31965,12500
31966,15750
31967,19990
31968,21000
31969,7999
31970,3950
31971,21999
31972,33690
31973,3990
31974,28200
31975,2700
31976,10000
31977,21900
31978,8599
31979,18500
31980,1999
31981,500
31982,6600
31983,1000
31984,500
31985,22900
31986,10900
31987,11990
31988,21900
31989,19995
31990,20998
31991,7500
31992,4800
31993,3990
31994,6500
31995,10900
31996,9700
31997,5000
31998,17450
31999,15990
32000,17500
32001,8400
32002,3400
32003,9500
32004,6900
32005,2200
32006,9900
32007,2300
32008,11000
32009,33990
32010,8450
32011,6400
32012,8500
32013,7900
32014,26800
32015,19500
32016,13900
32017,3500
32018,2300
32019,8900
32020,5000
32021,9900
32022,24538
32023,15000
32024,9900
32025,33900
32026,12900
32027,14950
32028,19800
32029,8990
32030,5990
32031,29890
32032,4000
32033,17550
32034,7200
32035,22600
32036,9400
32037,11490
32038,15000
32039,6900
32040,26590
32041,19700
32042,23900
32043,7500
32044,25150
32045,5350
32046,39000
32047,14500
32048,40900
32049,29800
32050,6500
32051,3100
32052,14950
32053,1000
32054,1400
32055,23490
32056,6000
32057,4200
32058,11970
32059,13500
32060,28900
32061,19900
32062,21700
32063,19490
32064,9500
32065,14200
32066,3500
32067,13500
32068,2900
32069,14500
32070,1200
32071,8799
32072,1800
32073,17290
32074,19100
32075,6400
32076,13400
32077,5495
32078,6900
32079,35000
32080,5900
32081,15900
32082,4500
32083,14500
32084,37000
32085,7990
32086,9500
32087,5200
32088,10490
32089,19800
32090,33460
32091,5990
32092,17990
32093,21400
32094,11950
32095,14990
32096,3600
32097,1800
32098,3200
32099,16400
32100,20900
32101,16500
32102,30500
32103,4500
32104,16490
32105,13850
32106,8200
32107,5300
32108,31990
32109,28300
32110,10500
32111,32990
32112,27600
32113,21000
32114,7490
32115,950
32116,19900
32117,2800
32118,19900
32119,4690
32120,3900
32121,8500
32122,12000
32123,7900
32124,1500
32125,3200
32126,10890
32127,15500
32128,21950
32129,9300
32130,18990
32131,9000
32132,6200
32133,11500
32134,19000
32135,5890
32136,7900
32137,18000
32138,19000
32139,6000
32140,19500
32141,1650
32142,1900
32143,39999
32144,3500
32145,39999
32146,14000
32147,6600
32148,19500
32149,19900
32150,5000
32151,6900
32152,9450
32153,30600
32154,21900
32155,39990
32156,13300
32157,5600
32158,20490
32159,5500
32160,8500
32161,8900
32162,34590
32163,30995
32164,7500
32165,6750
32166,18500
32167,2200
32168,18000
32169,17400
32170,21000
32171,20900
32172,5500
32173,19900
32174,2600
32175,20999
32176,2490
32177,39000
32178,22970
32179,12990
32180,3800
32181,18600
32182,14900
32183,8800
32184,1600
32185,9740
32186,13500
32187,2300
32188,19990
32189,2300
32190,12500
32191,2500
32192,4250
32193,1650
32194,2490
32195,4500
32196,23700
32197,14990
32198,15400
32199,18990
32200,2300
32201,11850
32202,11990
32203,4850
32204,24800
32205,1250
32206,13000
32207,1000
32208,16190
32209,14500
32210,1500
32211,11900
32212,22900
32213,15380
32214,7000
32215,3000
32216,6900
32217,8250
32218,19300
32219,8300
32220,2500
32221,2199
32222,17450
32223,2000
32224,14900
32225,8900
32226,4000
32227,1100
32228,850
32229,21940
32230,4990
32231,19426
32232,16690
32233,3500
32234,11500
32235,22000
32236,16900
32237,21900
32238,15295
32239,14000
32240,2499
32241,13400
32242,12500
32243,2500
32244,5700
32245,16990
32246,25990
32247,2200
32248,28600
32249,4000
32250,18500
32251,5000
32252,10450
32253,3250
32254,2500
32255,1494
32256,6850
32257,12500
32258,10800
32259,32000
32260,1250
32261,11500
32262,2900
32263,2300
32264,9990
32265,7800
32266,6500
32267,13745
32268,13990
32269,13500
32270,12750
32271,17900
32272,3100
32273,7500
32274,7499
32275,15650
32276,920
32277,2800
32278,39900
32279,11995
32280,1200
32281,9990
32282,21990
32283,22950
32284,8490
32285,4990
32286,4000
32287,1300
32288,11000
32289,27900
32290,13850
32291,9290
32292,6900
32293,9800
32294,6800
32295,10999
32296,5990
32297,25900
32298,4500
32299,17995
32300,16000
32301,600
32302,3800
32303,23500
32304,40900
32305,7000
32306,18900
32307,31500
32308,14599
32309,11490
32310,8800
32311,15990
32312,25500
32313,26410
32314,31900
32315,19900
32316,2900
32317,15609
32318,3700
32319,9900
32320,8000
32321,24490
32322,25490
32323,16300
32324,16300
32325,22890
32326,2750
32327,8000
32328,800
32329,9950
32330,13900
32331,3900
32332,8995
32333,12000
32334,1500
32335,31990
32336,6990
32337,7900
32338,16495
32339,9990
32340,5800
32341,15500
32342,3300
32343,6990
32344,23900
32345,6750
32346,8900
32347,3100
32348,10899
32349,4995
32350,10500
32351,2200
32352,23490
32353,11500
32354,8000
32355,15750
32356,950
32357,25950
32358,22990
32359,15500
32360,13500
32361,17590
32362,16500
32363,1500
32364,2700
32365,12490
32366,3499
32367,26495
32368,10400
32369,4990
32370,21099
32371,7900
32372,33764
32373,7700
32374,20950
32375,1800
32376,21500
32377,12900
32378,9900
32379,18890
32380,25900
32381,28500
32382,15450
32383,1400
32384,1200
32385,15600
32386,1200
32387,14900
32388,26900
32389,3490
32390,5200
32391,6200
32392,12990
32393,22800
32394,25900
32395,20490
32396,27900
32397,10495
32398,19300
32399,10800
32400,9450
32401,13485
32402,12490
32403,5500
32404,12990
32405,17900
32406,2500
32407,21799
32408,15390
32409,6999
32410,15300
32411,11990
32412,19000
32413,33496
32414,14799
32415,19800
32416,8500
32417,2550
32418,18750
32419,31975
32420,2300
32421,8500
32422,1500
32423,4900
32424,10300
32425,31526
32426,24700
32427,1500
32428,15500
32429,28500
32430,1650
32431,13500
32432,12490
32433,13999
32434,5000
32435,9000
32436,30500
32437,23490
32438,19545
32439,17900
32440,14400
32441,28610
32442,19990
32443,23100
32444,4500
32445,21900
32446,17590
32447,35990
32448,24900
32449,3990
32450,5000
32451,9000
32452,13000
32453,2500
32454,20000
32455,17900
32456,15500
32457,32600
32458,17900
32459,8300
32460,29800
32461,18900
32462,11000
32463,3800
32464,2200
32465,6500
32466,7000
32467,12000
32468,5800
32469,950
32470,16500
32471,7490
32472,3699
32473,4500
32474,21900
32475,9890
32476,1900
32477,16490
32478,7000
32479,29800
32480,8699
32481,26200
32482,14500
32483,12000
32484,17990
32485,9700
32486,16900
32487,15900
32488,14995
32489,7900
32490,1500
32491,8990
32492,4900
32493,35000
32494,4000
32495,8990
32496,6000
32497,8000
32498,6700
32499,1999
32500,4500
32501,26145
32502,6500
32503,7400
32504,28990
32505,4000
32506,20500
32507,900
32508,6990
32509,14490
32510,2950
32511,6900
32512,13400
32513,11890
32514,19500
32515,19500
32516,29950
32517,14900
32518,10900
32519,13900
32520,16500
32521,9500
32522,10995
32523,4700
32524,25490
32525,3800
32526,7890
32527,7900
32528,13500
32529,13600
32530,14890
32531,1250
32532,14900
32533,2790
32534,2500
32535,11950
32536,7490
32537,13909
32538,2750
32539,1500
32540,6995
32541,17990
32542,14900
32543,3300
32544,33999
32545,6500
32546,16500
32547,19900
32548,10500
32549,20500
32550,11450
32551,21500
32552,5750
32553,9500
32554,17595
32555,13900
32556,10900
32557,12900
32558,3900
32559,15600
32560,1500
32561,5990
32562,13900
32563,12800
32564,1900
32565,23850
32566,8990
32567,15515
32568,19990
32569,10650
32570,5000
32571,22900
32572,21900
32573,25400
32574,11400
32575,5100
32576,1490
32577,13900
32578,19995
32579,5295
32580,26100
32581,8400
32582,19200
32583,14500
32584,28100
32585,4200
32586,7999
32587,18900
32588,3500
32589,14300
32590,16990
32591,21900
32592,33900
32593,18900
32594,17990
32595,20900
32596,16488
32597,8800
32598,9990
32599,8500
32600,8800
32601,14800
32602,6900
32603,2650
32604,8700
32605,25990
32606,22500
32607,5500
32608,4250
32609,11600
32610,2600
32611,16450
32612,8990
32613,2150
32614,24000
32615,7000
32616,21990
32617,1000
32618,24500
32619,39990
32620,31990
32621,21950
32622,11800
32623,3500
32624,5899
32625,4000
32626,17900
32627,9500
32628,5900
32629,3400
32630,3200
32631,7750
32632,12999
32633,16990
32634,1600
32635,1350
32636,3300
32637,22500
32638,13500
32639,32900
32640,2200
32641,3300
32642,9550
32643,7950
32644,8295
32645,21500
32646,25000
32647,17500
32648,1800
32649,8700
32650,7500
32651,2600
32652,4600
32653,10790
32654,14900
32655,10999
32656,21300
32657,10700
32658,4000
32659,15990
32660,29890
32661,12900
32662,11700
32663,25900
32664,26500
32665,4800
32666,15490
32667,25950
32668,41300
32669,9900
32670,23000
32671,1500
32672,900
32673,16400
32674,8500
32675,20500
32676,10475
32677,16475
32678,3300
32679,5700
32680,16100
32681,500
32682,7700
32683,8800
32684,18499
32685,18900
32686,30500
32687,1350
32688,28990
32689,10000
32690,700
32691,22500
32692,7000
32693,34500
32694,2850
32695,15590
32696,4000
32697,7900
32698,10490
32699,6200
32700,15500
32701,21900
32702,1350
32703,13900
32704,26400
32705,21900
32706,11950
32707,3990
32708,5390
32709,24900
32710,18990
32711,1300
32712,8200
32713,16500
32714,9500
32715,10900
32716,16690
32717,19500
32718,2200
32719,2850
32720,8550
32721,28000
32722,21800
32723,23900
32724,14400
32725,3950
32726,13300
32727,21700
32728,18900
32729,16570
32730,4300
32731,16500
32732,20650
32733,12500
32734,29999
32735,19000
32736,16275
32737,6990
32738,4000
32739,7500
32740,9050
32741,3400
32742,2599
32743,6000
32744,10750
32745,27900
32746,8500
32747,20900
32748,4500
32749,4200
32750,1400
32751,15990
32752,25400
32753,11500
32754,22900
32755,21900
32756,8300
32757,25900
32758,6600
32759,18900
32760,6500
32761,1800
32762,17900
32763,2000
32764,2650
32765,28557
32766,18700
32767,4900
32768,6000
32769,12700
32770,5900
32771,1800
32772,29995
32773,3600
32774,20490
32775,9000
32776,7490
32777,28990
32778,5500
32779,7500
32780,800
32781,25990
32782,17490
32783,18400
32784,16500
32785,5500
32786,2000
32787,6900
32788,9900
32789,1900
32790,17990
32791,17900
32792,19850
32793,15500
32794,13800
32795,4500
32796,9500
32797,12490
32798,20990
32799,7290
32800,18990
32801,39995
32802,25500
32803,21400
32804,24450
32805,29500
32806,29900
32807,15790
32808,3850
32809,24900
32810,2200
32811,2300
32812,17500
32813,1000
32814,6150
32815,20000
32816,7499
32817,18990
32818,1850
32819,22700
32820,9485
32821,6500
32822,1600
32823,10500
32824,8950
32825,8480
32826,12790
32827,4999
32828,16000
32829,12950
32830,1200
32831,18900
32832,11800
32833,6990
32834,12000
32835,7900
32836,22900
32837,3000
32838,23900
32839,21400
32840,3300
32841,23200
32842,23900
32843,19000
32844,11400
